,,,,,,,,,,,
,,,,,,,,,,,
,,,,,"Open Source Trip Gen Data - A Service of Spack Consulting",,,,,,
,"888.232.5512 | www.SpackConsulting.com",,,,,,,,,,
,,,,,,,,,,,
" ","Percent Difference from Minnesota to ITE Trip Generation Manual, 9th Edition Data",,,,,,,,,,
,,,,,,,,,,,
,"Weekday Data",,,,,,,,,,
,"Land Use","ITE Code",Unit,"Time Period","MN Trip Gen Data",,,"Percent Difference, MN to ITE",,,
,,,,,"Enter %","Exit %","Rate of      Trips per Unit","Enter %","Exit %","Rate of      Trips per Unit",
,"Single Family Homes",210,"Dwelling Units",Daily,0.49868225094268,0.50131774905732,9.84014752822623,-0.00263897562227,0.0026320297599,0.03307283973528,
,,,,"AM Generator",0.35610297752218,0.64389702247782,0.71233603395062,0.31197050177775,-0.13888746917037,-0.07780147649208,
,,,,"AM Adjacent",0.29085667595258,0.70914332404742,0.67395684947768,0.15108134102487,-0.0560009085869,-0.10680541415312,
,,,,"PM Generator",0.57378083195777,0.42621916804223,0.8985050154321,-0.10911223228896,0.16844964033916,-0.1266558946582,
,,,,"PM Adjacent",0.58709449510245,0.41290550489755,0.80894764957265,-0.07050480479568,0.10960583270688,-0.21123038079348,
,Apartments,220,"Dwelling Units",Daily,0.49843189152344,0.50156810847656,3.489401466325,-0.00314114260546,0.0031313067245,-0.62342901485299,
,,,,"AM Generator",0.2792806856537,0.7207193143463,0.32145286535176,-0.03765915344201,0.01498451057285,-0.5245197846839,
,,,,"AM Adjacent",0.12058798386624,0.87941201613376,0.28720712325931,-0.49541480111678,0.09457121346146,-0.55893348225447,
,,,,"PM Generator",0.60557720525989,0.39442279474011,0.3690298053528,-0.00727686356896,0.01127655843192,-0.57932928025103,
,,,,"PM Adjacent",0.65174807462041,0.34825192537958,0.3480596107056,0.00268573413627,-0.00500700265012,-0.56182571049771,
,Townhomes,230,"Dwelling Units",Daily,0.49972017389069,0.50027982610931,5.92534545007322,-0.00055980886776,0.00055949565713,0.0196577852035,
