,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,"Open Source Trip Gen Data - A Service of Spack Consulting",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"888.232.5512 | www.SpackConsulting.com",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"Bloomington, MN Hotel 1",,,,,,,"Bloomington, MN Hotel 1",,,,,,,"Bloomington, MN Hotel 1",,,,,,,"Bloomington, MN Hotel 1",,,,,,,"Bloomington, MN Hotel 2",,,,,,,"Bloomington, MN Hotel 2",,,,,,,"Bloomington, MN Hotel 2",,,,,,,"Bloomington, MN Hotel 2",,,,,,,"Bloomington, MN Hotel 3*",,,,,,,"Bloomington, MN Hotel 3*",,,,,,,"Bloomington, MN Hotel 3*",,,,,,,"Bloomington, MN Hotel 3*",,,,,,,"Downtown Minneapolis, MN Hotel 1*",,,,,,,"Downtown Minneapolis, MN Hotel 1*",,,,,,,"Downtown Minneapolis, MN Hotel 1*",,,,,,,"Downtown Minneapolis, MN Hotel 2*",,,,,,,"Downtown Minneapolis, MN Hotel 2*",,,,,,,"Downtown Minneapolis, MN Hotel 2*",,,,,,,"Downtown Minneapolis, MN Hotel 2*",,,,,,,"Downtown Minneapolis, MN Hotel 3*",,,,,,,"Downtown Minneapolis, MN Hotel 3*",,,,,,,"Downtown Minneapolis, MN Hotel 3*",,,,,
,Rooms,,,134,,,,Rooms,,,134,,,,Rooms,,,134,,,,Rooms,,,134,,,,Rooms,,,126,,,,Rooms,,,126,,,,Rooms,,,126,,,,Rooms,,,126,,,,Rooms,,,310,,,,Rooms,,,310,,,,Rooms,,,310,,,,Rooms,,,310,,,,Rooms,,,140,,,,Rooms,,,140,,,,Rooms,,,140,,,,Rooms,,,96,,,,Rooms,,,96,,,,Rooms,,,96,,,,Rooms,,,96,,,,Rooms,,,136,,,,Rooms,,,136,,,,Rooms,,,136,,
,"6/4/2015 Thursday","15 Minute",,Hourly,,,,"6/5/2015 Friday","15 Minute",,Hourly,,,,"6/6/2015 Saturday","15 Minute",,Hourly,,,,"6/7/2015 Sunday","15 Minute",,Hourly,,,,"6/4/2015 Thursday","15 Minute",,Hourly,,,,"6/5/2015 Friday","15 Minute",,Hourly,,,,"6/6/2015 Saturday","15 Minute",,Hourly,,,,"6/7/2015 Sunday","15 Minute",,Hourly,,,,"6/11/2015 Thursday","15 Minute",,Hourly,,,,"6/12/2015 Friday","15 Minute",,Hourly,,,,"6/13/2015 Saturday","15 Minute",,Hourly,,,,"6/14/2015 Sunday","15 Minute",,Hourly,,,,"2/20/2015 Friday","15 Minute",,Hourly,,,,"2/21/2015 Saturday","15 Minute",,Hourly,,,,"2/22/2015 Sunday","15 Minute",,Hourly,,,,"2/20/2015 Friday","15 Minute",,Hourly,,,,"2/21/2015 Saturday","15 Minute",,Hourly,,,,"2/22/2015 Sunday","15 Minute",,Hourly,,,,"2/26/2015 Thursday","15 Minute",,Hourly,,,,"2/20/2015 Friday","15 Minute",,Hourly,,,,"2/21/2015 Saturday","15 Minute",,Hourly,,,,"2/22/2015 Sunday","15 Minute",,Hourly,,
,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit,,,Enter,Exit,total,enter,exit
,00:00:00,1,0,10,7,3,,00:00:00,4,0,10,8,2,,00:00:00,5,1,14,9,5,,00:00:00,1,0,10,6,4,,00:00:00,1,1,21,13,8,,00:00:00,1,1,6,4,2,,00:00:00,6,1,19,15,4,,00:00:00,3,2,11,7,4,,00:00:00,2,2,11,6,5,,00:00:00,6,7,28,13,15,,00:00:00,2,2,28,14,14,,00:00:00,5,6,43,22,21,,00:00:00,0,0,4,2,2,,00:00:00,0,1,19,9,10,,00:00:00,2,1,19,9,10,,00:00:00,1,1,2,1,1,,00:00:00,2,2,21,10,11,,00:00:00,1,0,28,14,14,,00:00:00,1,1,7,4,3,,00:00:00,2,1,8,4,4,,00:00:00,4,3,12,6,6,,00:00:00,6,6,39,19,20
,00:15:00,3,1,10,7,3,,00:15:00,3,1,7,5,2,,00:15:00,2,3,9,5,4,,00:15:00,2,2,11,6,5,,00:15:00,4,2,19,12,7,,00:15:00,1,0,4,3,1,,00:15:00,3,2,12,9,3,,00:15:00,3,1,10,7,3,,00:15:00,1,1,9,4,5,,00:15:00,1,1,17,8,9,,00:15:00,4,3,32,14,18,,00:15:00,6,9,36,19,17,,00:15:00,1,1,4,2,2,,00:15:00,3,2,22,11,11,,00:15:00,5,4,20,9,11,,00:15:00,0,0,0,0,0,,00:15:00,3,3,19,9,10,,00:15:00,3,4,32,15,17,,00:15:00,2,1,7,4,3,,00:15:00,1,2,5,2,3,,00:15:00,0,1,11,5,6,,00:15:00,4,4,33,16,17
,00:30:00,2,1,8,6,2,,00:30:00,0,0,5,3,2,,00:30:00,0,0,4,3,1,,00:30:00,2,0,7,4,3,,00:30:00,6,3,14,9,5,,00:30:00,1,1,3,2,1,,00:30:00,2,0,9,7,2,,00:30:00,0,0,9,5,4,,00:30:00,1,0,10,4,6,,00:30:00,4,4,16,7,9,,00:30:00,4,6,29,11,18,,00:30:00,8,3,23,15,8,,00:30:00,0,0,3,2,1,,00:30:00,3,5,19,9,10,,00:30:00,1,2,14,6,8,,00:30:00,0,0,0,0,0,,00:30:00,1,2,13,6,7,,00:30:00,4,3,26,13,13,,00:30:00,0,1,4,2,2,,00:30:00,1,1,2,1,1,,00:30:00,2,2,16,8,8,,00:30:00,4,4,37,20,17
,00:45:00,1,1,11,7,4,,00:45:00,1,1,5,3,2,,00:45:00,2,1,5,4,1,,00:45:00,1,2,8,4,4,,00:45:00,2,2,6,3,3,,00:45:00,1,0,1,1,0,,00:45:00,4,1,7,5,2,,00:45:00,1,1,12,7,5,,00:45:00,2,2,9,3,6,,00:45:00,2,3,15,7,8,,00:45:00,4,3,20,8,12,,00:45:00,3,3,19,11,8,,00:45:00,1,1,5,3,2,,00:45:00,3,2,15,9,6,,00:45:00,1,3,12,5,7,,00:45:00,0,0,0,0,0,,00:45:00,4,4,10,5,5,,00:45:00,6,7,25,12,13,,00:45:00,1,0,4,3,1,,00:45:00,0,0,0,0,0,,00:45:00,0,0,14,7,7,,00:45:00,5,6,40,21,19
,01:00:00,1,0,11,7,4,,01:00:00,1,0,4,3,1,,01:00:00,1,0,3,2,1,,01:00:00,1,1,6,3,3,,01:00:00,0,0,4,2,2,,01:00:00,0,0,1,1,0,,01:00:00,0,0,2,1,1,,01:00:00,3,1,11,6,5,,01:00:00,0,2,7,3,4,,01:00:00,1,1,11,6,5,,01:00:00,2,6,17,6,11,,01:00:00,2,2,13,8,5,,01:00:00,0,0,3,2,1,,01:00:00,2,2,11,6,5,,01:00:00,2,2,13,7,6,,01:00:00,0,0,0,0,0,,01:00:00,1,1,9,5,4,,01:00:00,2,3,12,6,6,,01:00:00,1,1,3,2,1,,01:00:00,0,0,0,0,0,,01:00:00,3,3,18,9,9,,01:00:00,3,3,39,22,17
,01:15:00,2,0,13,9,4,,01:15:00,1,1,3,2,1,,01:15:00,0,0,4,2,2,,01:15:00,0,0,5,3,2,,01:15:00,1,0,4,2,2,,01:15:00,0,0,2,1,1,,01:15:00,1,1,5,2,3,,01:15:00,1,2,9,4,5,,01:15:00,1,2,9,6,3,,01:15:00,0,1,10,5,5,,01:15:00,1,3,9,4,5,,01:15:00,2,0,10,7,3,,01:15:00,1,0,5,3,2,,01:15:00,1,1,9,5,4,,01:15:00,2,1,11,6,5,,01:15:00,0,0,4,2,2,,01:15:00,0,0,9,5,4,,01:15:00,1,0,13,7,6,,01:15:00,0,0,1,1,0,,01:15:00,0,0,0,0,0,,01:15:00,3,3,15,8,7,,01:15:00,8,4,46,24,22
,01:30:00,3,3,12,8,4,,01:30:00,0,0,1,1,0,,01:30:00,1,0,6,3,3,,01:30:00,2,1,8,5,3,,01:30:00,0,1,3,1,2,,01:30:00,0,0,3,1,2,,01:30:00,0,0,4,2,2,,01:30:00,2,1,11,6,5,,01:30:00,0,0,7,5,2,,01:30:00,4,3,9,5,4,,01:30:00,1,0,8,5,3,,01:30:00,4,3,9,5,4,,01:30:00,1,1,6,3,3,,01:30:00,3,1,7,4,3,,01:30:00,0,1,10,5,5,,01:30:00,0,0,4,2,2,,01:30:00,0,0,12,6,6,,01:30:00,3,3,16,8,8,,01:30:00,1,0,1,1,0,,01:30:00,0,0,0,0,0,,01:30:00,1,1,12,6,6,,01:30:00,5,6,36,17,19
,01:45:00,1,1,7,5,2,,01:45:00,1,0,4,2,2,,01:45:00,0,1,5,2,3,,01:45:00,0,1,6,3,3,,01:45:00,1,1,2,1,1,,01:45:00,1,0,3,1,2,,01:45:00,0,0,5,3,2,,01:45:00,0,1,10,4,6,,01:45:00,2,0,10,6,4,,01:45:00,1,0,3,2,1,,01:45:00,2,2,10,6,4,,01:45:00,0,0,2,1,1,,01:45:00,0,0,5,3,2,,01:45:00,0,1,3,1,2,,01:45:00,3,2,11,6,5,,01:45:00,0,0,7,4,3,,01:45:00,4,3,12,6,6,,01:45:00,0,0,14,7,7,,01:45:00,0,0,0,0,0,,01:45:00,0,0,2,1,1,,01:45:00,2,2,10,5,5,,01:45:00,6,4,29,14,15
,02:00:00,3,0,6,5,1,,02:00:00,0,0,6,3,3,,02:00:00,1,1,4,2,2,,02:00:00,1,0,5,3,2,,02:00:00,0,0,0,0,0,,02:00:00,0,1,2,0,2,,02:00:00,1,2,7,5,2,,02:00:00,1,1,11,6,5,,02:00:00,3,1,9,5,4,,02:00:00,0,1,2,1,1,,02:00:00,0,0,10,6,4,,02:00:00,1,0,5,3,2,,02:00:00,1,1,6,3,3,,02:00:00,1,1,2,1,1,,02:00:00,1,1,9,5,4,,02:00:00,2,2,7,4,3,,02:00:00,1,1,7,3,4,,02:00:00,3,3,22,11,11,,02:00:00,0,0,0,0,0,,02:00:00,0,0,2,1,1,,02:00:00,2,1,7,4,3,,02:00:00,5,8,23,10,13
,02:15:00,1,0,4,2,2,,02:15:00,0,0,7,3,4,,02:15:00,1,1,2,1,1,,02:15:00,2,1,6,4,2,,02:15:00,0,0,3,1,2,,02:15:00,0,1,1,0,1,,02:15:00,1,0,6,4,2,,02:15:00,3,2,10,6,4,,02:15:00,0,1,6,2,4,,02:15:00,0,0,2,1,1,,02:15:00,2,1,12,7,5,,02:15:00,0,1,7,4,3,,02:15:00,1,1,4,2,2,,02:15:00,0,0,2,1,1,,02:15:00,1,1,9,5,4,,02:15:00,0,0,3,2,1,,02:15:00,1,2,5,2,3,,02:15:00,2,2,21,11,10,,02:15:00,0,0,0,0,0,,02:15:00,0,0,4,2,2,,02:15:00,1,2,9,4,5,,02:15:00,1,1,14,7,7
,02:30:00,0,1,5,2,3,,02:30:00,1,2,7,3,4,,02:30:00,0,0,0,0,0,,02:30:00,0,1,6,3,3,,02:30:00,0,0,4,2,2,,02:30:00,0,0,2,1,1,,02:30:00,1,0,5,3,2,,02:30:00,0,2,7,3,4,,02:30:00,1,2,5,2,3,,02:30:00,1,0,5,2,3,,02:30:00,2,1,9,5,4,,02:30:00,0,0,8,5,3,,02:30:00,1,0,2,1,1,,02:30:00,0,0,2,1,1,,02:30:00,1,1,7,4,3,,02:30:00,2,1,3,2,1,,02:30:00,0,0,2,1,1,,02:30:00,2,2,18,9,9,,02:30:00,0,0,0,0,0,,02:30:00,1,1,6,3,3,,02:30:00,0,0,8,5,3,,02:30:00,2,2,15,7,8
,02:45:00,1,0,6,3,3,,02:45:00,2,1,5,2,3,,02:45:00,0,0,0,0,0,,02:45:00,0,0,5,3,2,,02:45:00,0,0,5,2,3,,02:45:00,0,0,4,1,3,,02:45:00,2,0,7,3,4,,02:45:00,2,0,6,3,3,,02:45:00,1,0,2,1,1,,02:45:00,0,0,8,3,5,,02:45:00,2,2,9,3,6,,02:45:00,2,1,12,6,6,,02:45:00,0,1,1,0,1,,02:45:00,0,0,2,1,1,,02:45:00,2,1,8,4,4,,02:45:00,0,0,0,0,0,,02:45:00,1,1,3,2,1,,02:45:00,4,4,16,8,8,,02:45:00,0,0,0,0,0,,02:45:00,0,0,7,4,3,,02:45:00,1,0,12,6,6,,02:45:00,2,2,14,7,7
,03:00:00,0,1,5,2,3,,03:00:00,0,1,6,1,5,,03:00:00,0,0,0,0,0,,03:00:00,2,0,5,3,2,,03:00:00,1,2,8,4,4,,03:00:00,0,0,4,1,3,,03:00:00,0,2,9,2,7,,03:00:00,1,0,5,2,3,,03:00:00,0,1,6,3,3,,03:00:00,0,1,10,5,5,,03:00:00,1,1,9,4,5,,03:00:00,2,1,12,6,6,,03:00:00,0,0,2,1,1,,03:00:00,1,1,3,2,1,,03:00:00,1,1,7,3,4,,03:00:00,0,0,1,1,0,,03:00:00,0,0,2,1,1,,03:00:00,3,2,10,5,5,,03:00:00,0,0,0,0,0,,03:00:00,1,1,9,5,4,,03:00:00,2,3,12,6,6,,03:00:00,2,2,13,7,6
,03:15:00,1,1,6,2,4,,03:15:00,0,0,5,1,4,,03:15:00,0,0,1,0,1,,03:15:00,1,2,5,1,4,,03:15:00,1,0,7,3,4,,03:15:00,1,1,5,1,4,,03:15:00,0,0,12,4,8,,03:15:00,0,2,6,2,4,,03:15:00,0,0,9,5,4,,03:15:00,1,2,12,6,6,,03:15:00,0,0,12,5,7,,03:15:00,1,1,12,5,7,,03:15:00,0,0,4,2,2,,03:15:00,0,0,1,1,0,,03:15:00,0,0,5,2,3,,03:15:00,0,0,3,2,1,,03:15:00,0,0,4,2,2,,03:15:00,0,1,5,2,3,,03:15:00,0,0,0,0,0,,03:15:00,1,1,10,5,5,,03:15:00,2,0,9,5,4,,03:15:00,1,2,11,5,6
,03:30:00,1,1,7,2,5,,03:30:00,0,1,6,1,5,,03:30:00,0,0,4,2,2,,03:30:00,0,0,2,0,2,,03:30:00,0,1,7,3,4,,03:30:00,0,2,8,2,6,,03:30:00,1,2,14,5,9,,03:30:00,0,1,5,3,2,,03:30:00,0,0,14,6,8,,03:30:00,2,2,15,8,7,,03:30:00,0,3,17,9,8,,03:30:00,1,3,11,4,7,,03:30:00,0,0,6,3,3,,03:30:00,0,0,1,1,0,,03:30:00,1,2,11,5,6,,03:30:00,0,0,3,2,1,,03:30:00,1,0,5,3,2,,03:30:00,1,1,5,3,2,,03:30:00,0,0,4,2,2,,03:30:00,2,1,10,5,5,,03:30:00,1,3,12,6,6,,03:30:00,2,1,10,5,5
,03:45:00,0,0,9,2,7,,03:45:00,1,3,10,1,9,,03:45:00,0,0,7,4,3,,03:45:00,0,0,5,2,3,,03:45:00,2,1,11,5,6,,03:45:00,0,0,8,3,5,,03:45:00,1,3,14,4,10,,03:45:00,1,0,5,3,2,,03:45:00,3,2,18,8,10,,03:45:00,2,0,17,8,9,,03:45:00,3,1,21,11,10,,03:45:00,2,1,12,5,7,,03:45:00,1,1,6,3,3,,03:45:00,1,0,4,2,2,,03:45:00,1,1,11,6,5,,03:45:00,1,0,3,2,1,,03:45:00,0,1,4,2,2,,03:45:00,1,1,3,2,1,,03:45:00,0,0,6,3,3,,03:45:00,1,1,13,6,7,,03:45:00,1,0,9,5,4,,03:45:00,2,1,10,5,5
,04:00:00,0,2,12,4,8,,04:00:00,0,0,11,3,8,,04:00:00,0,1,9,4,5,,04:00:00,0,2,5,2,3,,04:00:00,0,2,11,5,6,,04:00:00,0,1,10,4,6,,04:00:00,2,3,16,6,10,,04:00:00,1,1,6,3,3,,04:00:00,2,2,17,7,10,,04:00:00,1,2,28,12,16,,04:00:00,2,3,24,12,12,,04:00:00,1,2,12,6,6,,04:00:00,1,1,6,3,3,,04:00:00,0,0,4,1,3,,04:00:00,0,0,9,5,4,,04:00:00,1,1,5,2,3,,04:00:00,1,1,3,2,1,,04:00:00,0,0,1,1,0,,04:00:00,0,0,6,3,3,,04:00:00,1,2,16,9,7,,04:00:00,1,1,14,7,7,,04:00:00,0,2,9,4,5
,04:15:00,1,2,11,4,7,,04:15:00,0,1,16,4,12,,04:15:00,2,1,12,6,6,,04:15:00,0,0,7,3,4,,04:15:00,1,0,9,5,4,,04:15:00,2,3,13,4,9,,04:15:00,1,1,15,6,9,,04:15:00,1,0,4,2,2,,04:15:00,1,4,20,6,14,,04:15:00,3,3,32,13,19,,04:15:00,4,1,26,14,12,,04:15:00,0,1,15,9,6,,04:15:00,1,1,5,3,2,,04:15:00,0,0,4,1,3,,04:15:00,3,3,11,6,5,,04:15:00,0,0,3,1,2,,04:15:00,1,0,1,1,0,,04:15:00,1,0,1,1,0,,04:15:00,2,2,9,5,4,,04:15:00,1,1,18,11,7,,04:15:00,3,2,12,6,6,,04:15:00,1,1,11,6,5
,04:30:00,1,3,10,4,6,,04:30:00,0,5,17,5,12,,04:30:00,2,1,11,5,6,,04:30:00,2,1,8,4,4,,04:30:00,2,3,8,4,4,,04:30:00,1,1,14,5,9,,04:30:00,0,3,14,5,9,,04:30:00,0,1,3,1,2,,04:30:00,2,2,19,6,13,,04:30:00,2,4,34,13,21,,04:30:00,2,5,26,12,14,,04:30:00,2,3,16,10,6,,04:30:00,0,0,5,3,2,,04:30:00,1,2,4,1,3,,04:30:00,2,1,5,3,2,,04:30:00,0,0,3,1,2,,04:30:00,0,0,0,0,0,,04:30:00,0,0,0,0,0,,04:30:00,1,1,5,3,2,,04:30:00,3,3,19,11,8,,04:30:00,0,1,14,7,7,,04:30:00,2,1,13,7,6
